Country ID,Country,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,Footnotes 1990,Footnotes 1991,Footnotes 1992,Footnotes 1993,Footnotes 1994,Footnotes 1995,Footnotes 1996,Footnotes 1997,Footnotes 1998,Footnotes 1999,Footnotes 2000,Footnotes 2001,Footnotes 2002,Footnotes 2003,Footnotes 2004,Footnotes 2005,Footnotes 2006,Footnotes 2007,Footnotes 2008,Footnotes 2009,Footnotes 2010,Footnotes 2011,Footnotes 2012,Footnotes 2013,Footnotes 2014,Footnotes 2015,Footnotes 2016,Footnotes 2017,Basel Convention,CITES,Convention on Biological Diversity,Convention on Migratory Species,Kyoto Protocol,Montreal Protocol,Paris Agreement,Ramsar Convention,Rotterdam Convention,Stockholm Convention,UN Convention on the Law of the Sea,UN Convention to Combat Desertification,UN Framework Convention on Climate Change,World Heritage Convention,2000 Percent Change,2001 Percent Change,2002 Percent Change,2003 Percent Change,2004 Percent Change,2005 Percent Change,2006 Percent Change,2007 Percent Change,2008 Percent Change,2009 Percent Change,2010 Percent Change,2011 Percent Change,2012 Percent Change,2013 Percent Change,2014 Percent Change,2015 Percent Change,2016 Percent Change
8.0,Albania,,,,,,,,,,,,,,,,,,,,,,,,13164.0,16727.0,13412.0,16964.0,13856.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1999.0,2003,1994.0,2001,2005,1999.0,2016,1996,2010 ,2004,2003,2000.0,1994.0,1989,,,,,,,,,,,,,,27.06624126405348,-19.818257906378907,26.483745899194748,-18.32115067201132
20.0,Andorra,187.960907,184.34049759537447,185.25375993462512,186.01596345606958,186.62710815976607,182.6981201,182.1261597,193.1883698,179.806839,185.8106537,191.2939911,185.5326385,190.5882568,190.9530182,176.4890594,173.422287,196.2562256,180.0543213,171.0600281,197.2431183,163.604538,192.645401,154.4371796,169.2293854,221.3279724,223.6974792,,,2.0,,,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,,,1999.0,…,2015.0,,,2009.0,2017,2012,,,,2002.0,2011.0,1997,-3.011779181808293,2.724921254219117,0.1913871327249538,-7.574616487523003,-1.7376558130152238,13.166669056786215,-8.255485526875432,-4.995322042293015,15.306375481648818,-17.05437461642483,17.750646378769762,-19.8334459071774,9.578137750451384,30.7857804227421,1.070586231964239,,
51.0,Armenia,10426,10500.11305614654,10490.275374447927,10484.503195337951,10482.796518816613,10526,10980,11346,10366,10400,9032.0,9750.0,10930.0,10997.0,10531.0,11320.0,11081.0,11367.0,9840.0,10674.0,12549.0,11066.0,10816.0,10773.0,11432.0,12827.0,12928.0,10382.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1999.0,2008,1993.0,2011,2003,1999.0,2017,1993,2003,2003,2002,1997.0,1993.0,1993,7.949512843224092,12.102564102564102,0.6129917657822507,-4.237519323451851,7.492165986136169,-2.1113074204946995,2.580994495081672,-13.433623647400369,8.475609756097562,17.566048341765036,-11.817674715116745,-2.259172239291524,-0.3975591715976331,6.117144713635941,12.20258922323303,0.7874015748031495,-19.69368811881188
31.0,Azerbaijan,33183.60156,28568.23058141768,28429.265150919557,28324.5959187001,28254.22288478911,26356.80078,22900.09961,24455.59961,28315.692731887102,28517.09961,29122.0,23592.59961,33748.19922,36591.0,34287.30078,25427.90039,28831.90039,31082.0,28108.0,32163.0,32642.0,40163.0,28747.0,29580.0,23891.0,32942.0,33175.0,25473.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001.0,1998,2000.0,,2000,1996.0,2017,2001,,2004,2016,1998.0,1995.0,1993,-18.987021461438083,43.045699829091454,8.423562873586704,-6.295808313519724,-25.83872217543512,13.386870122154038,7.804201525267551,-9.56823885206872,14.426497794222284,1.4892889344899418,23.04086759389743,-28.42417150113288,2.897693672383205,-19.23258958755916,37.88455903896865,0.7073037459777791,-23.21627731725697
50.0,Bangladesh,68255,69702.77902847528,71119.34828823805,72395.19169306755,73530.30924296379,74524.70093774796,75378.36677753925,76091.3067625165,76663.52089232206,77095.00916713476,77385.7715869546,77535.80815190077,77545.11886179447,77413.7037166357,73365.0,82125.0,77015.0,71540.0,69715.0,81030.0,74095.0,70445.0,68255.0,68255.0,64970.0,74095.0,,,5.0,,,,,,,,,,,,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,1993.0,1981,1994.0,2005,2001,1990.0,2016,1992,,2007,2001,1996.0,1994.0,1983,,,,,11.940298507462686,-6.222222222222222,-7.109004739336493,-2.5510204081632653,16.230366492146597,-8.558558558558559,-4.926108374384237,-3.1088082901554404,0.0,-4.81283422459893,14.04494382022472,,
112.0,Belarus,91344,93498.48118036985,91003.44138371944,88746.86061549187,86728.73887580633,98194.79688,72244.79688,92382,86456,73387,79807.0,83720.0,64247.0,76848.0,87763.0,74835.0,80553.0,87078.0,76584.0,91697.0,86869.2189168334,88904.90066158772,91179.04143494368,93691.64123678207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1999.0,1995,1993.0,2003,2005,1988.0,2016,1991,,2004,2006,2001.0,2000.0,1988,4.903078677309008,-23.25967510750119,19.61336716111258,14.20336248178222,-14.730581224433989,7.6408097815193425,8.10025697366951,-12.051264383656031,19.73388697378042,,,,,,,,
56.0,Belgium,17201,14729.5,16161,15789.2002,16506.19922,16707,13813.2998,15498.2998,16667.90039,16939.19922,16585.0,16735.0,17253.0,17451.0,17176.0,18033.0,16823.0,17303.0,16849.58340958506,16796.576567593962,16729.836872704327,16649.364324901253,17577.0,14755.0,17579.0,14187.0,15804.0,14181.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1993.0,1983,1997.0,1990,2002,1988.0,2017,1986,2002,2006,1998,1997.0,1996.0,1996,0.904431715405487,3.095309232148192,1.147626499739176,-1.5758409260214312,4.989520260829064,-6.709920700937171,2.853236640313856,,,,,,-16.055071969050463,19.139274822094205,-19.295750611525115,11.397758511313176,-10.269552012148823
84.0,Belize,25127.0571282804,26707.285701811314,28167.799989432096,29508.599991232157,30729.685707122087,31831.05713713169,32812.71428129077,33674.65713956952,34416.885711967945,35039.399998515844,35542.199999153614,36045.0,36045.0,36045.0,36883.0,36045.0,36044.99999973178,35709.79999926686,35254.88571292162,34680.25714072585,33985.914282649755,33171.85713869333,32238.085708856583,31184.599993139505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1997.0,1986,1994.0,,2003,1998.0,2016,1998,2005,2010,1983,1998.0,1994.0,1990,,0.0,0.0,2.324871688167568,-2.2720494536778464,,,,,,,,,,,,
204.0,Benin,3766.899902,3848.044826976955,3676.07052500546,3518.1320158094168,3374.229299392551,2802.800049,3669.100098,3169.199951,3474.600098,2637.699951,1658.699951,2666.899902,4128.799805,4088.199951,2915.300049,2533.899902,2528.199951,1659.400024,1600.800049,2125.100098,3670.100098,2531.300049,3909.100098,3934.399902,4859.899902,4349.399902,3376.100098,4224.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1997.0,1984,1994.0,1986,2002,1993.0,2016,2000,2004,2004,1997,1996.0,1994.0,1982,60.78253938526824,54.81645193746007,-0.9833330729872868,-28.689885916981662,-13.082706431224016,-0.2249477572299166,-34.36436768604304,-3.531395332798916,32.75237587152272,72.70245770794746,-31.029127778301813,54.43053064943073,0.6472027670241618,23.52328240780848,-10.504331576662995,-22.37779523452061,25.114773774103902
60.0,Bermuda,409.5877106473781,374.0891530700028,340.40880000870675,308.54665146349,278.5027074338868,250.27696792036295,223.86943292152137,199.28010243922472,176.50897647300735,155.55605502286926,136.42133808834478,119.10482566989958,103.606517767068,89.92641437891871,78.06451550778002,68.0208211527206,57.05095673,53.0710907,52.39526749,52.55483627,43.44996262,38.08000183,46.24679947,57.92919922,64.04920197,53.28480148,67.19080353,49.36800003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.975984730344072,-1.2734300371181126,0.30454807780198,-17.324521007398435,-12.35895376243249,21.44642134330485,25.260990779650168,10.564625150017736,-16.80645528580034,26.097501846224382,-26.52565911351589
