Country ID,Country,1990,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,Footnotes 1990,Footnotes 1995,Footnotes 1996,Footnotes 1997,Footnotes 1998,Footnotes 1999,Footnotes 2000,Footnotes 2001,Footnotes 2002,Footnotes 2003,Footnotes 2004,Footnotes 2005,Footnotes 2006,Footnotes 2007,Footnotes 2008,Footnotes 2009,Footnotes 2010,Footnotes 2011,Footnotes 2012,Footnotes 2013,Footnotes 2014,Footnotes 2015,Footnotes 2016,Footnotes 2017,Basel Convention,CITES,Convention on Biological Diversity,Convention on Migratory Species,Kyoto Protocol,Montreal Protocol,Paris Agreement,Ramsar Convention,Rotterdam Convention,Stockholm Convention,UN Convention on the Law of the Sea,UN Convention to Combat Desertification,UN Framework Convention on Climate Change,World Heritage Convention,2000 Percent Change,2001 Percent Change,2002 Percent Change,2003 Percent Change,2004 Percent Change,2005 Percent Change,2006 Percent Change,2007 Percent Change,2008 Percent Change,2009 Percent Change,2010 Percent Change,2011 Percent Change,2012 Percent Change,2013 Percent Change,2014 Percent Change,2015 Percent Change,2016 Percent Change
20.0,Andorra,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1999.0,…,2015.0,,,2009.0,2017,2012,,,,2002.0,2011.0,1997.0,,,,,,,,,,,,,,,,,
31.0,Azerbaijan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2001.0,1998,2000.0,,2000,1996.0,2017,2001,,2004,2016,1998.0,1995.0,1993.0,,,,,,,,,,,,,,,,,
48.0,Bahrain,0.029999999,-3.951272957085166,-4.492375692585483,-4.882665927696507,-5.122143662418239,-5.21080889669247,-5.148661630577408,-4.935701864073053,-4.571929597179405,-4.057344829838257,0.029999999,0.479999989,0.479999989,0.479999989,0.479999989,0.479999989,0.479999989,0.479999989,0.479999989,1.899999976,21.20000076,20.70000076,20.39999962,14.60000038,,,,,,,,,,,,,,,,,,,,,,,,,1992.0,2012,1996.0,,2006,1990.0,2016,1998,2012,2006,1985,1997.0,1994.0,1991.0,,,,,1500.0000166666673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,295.833337404514,1015.789527778394,-2.3584904814880767,-1.44928081635492,-28.431369353133345
112.0,Belarus,-29.764930598437786,220.3999939,215.3999939,222.8000031,251.8000031,287.6000061,247.6000061,221.8000031,212.3000031,182.21249937824905,145.0101140793413,100.16368000023067,47.67319713719189,-12.461334500461817,-80.23991491645575,-155.66254411637783,-238.72922209091485,-329.43994884938,-427.7947243824601,-533.7935486938804,-647.4364217892289,-768.7233436591923,-897.6543143130839,-1034.2293337415904,,,,,,,,,,,,,,,,,,,,,,,,,1999.0,1995,1993.0,2003,2005,1988.0,2016,1991,,2004,2006,2001.0,2000.0,1988.0,-10.420033265096112,-4.283137902264529,,,,,,,,,,,,,,,
100.0,Bulgaria,580.6135739013553,660.944830247201,665.4593943245709,666.1233960026875,662.9368352852762,655.8997121704742,389.8630066,292.3287659,337.2602844,1495.616455,1486.849365,258.3561707,300.0,299.4520569,271.7808228,198.6301422,204.3835602,167.6438293,167.9178009,181.6438293,179.3698578,164.1917877,-52.86742760427296,-129.2146738730371,,,,,,,,,,,,,,,,,,,,,,,,,1996.0,1991,1996.0,1999,2002,1990.0,2016,1976,2000,2004,1996,2001.0,1995.0,1974.0,-25.017567465709888,15.370200863287668,343.46059236140525,-0.586185714304678,-82.62391760849292,16.118767044413385,-0.1826476999999992,-9.240622484433498,-26.915320899528904,2.8965482963844,-17.975873824708927,0.1634248043271164,8.174254502162189,-1.2518848059761685,-8.461884447120308,,
344.0,China Hong Kong Special Administrative Region,-1068.694900606759,-645.0613957410678,-571.3724657623097,-501.3627927824855,-435.0323767988011,-372.38121781498194,-313.40931582823396,-258.1166708385572,-206.5032828496769,-158.56915185786784,-114.31427786219865,-73.73866086732596,-36.84230086952448,-3.625197868794203,25.91264813300222,51.771237135864794,75.65699768,92.53099823,99.0,125.6809998,127.3002014,127.4502029,129.7621642164886,126.18669723533094,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,22.303291258490752,6.99117257323898,26.95050484848484,1.2883423927058948,0.1178328850624958,,
170.0,Colombia,3170.5903510153294,2100.2276264056563,1915.0992501862347,1739.6189302019775,1573.78666645661,1417.6024589426816,1271.0663076639175,1134.1782126240432,1006.938173815608,889.3461912386119,781.4022649005055,683.1063948012888,594.458580929786,515.4588232934475,446.1071219034493,386.40347673743963,336.3478878065944,295.9403551109135,265.18087865784764,244.0694584324956,232.6060944,230.7907867,238.6235352,256.1043398864567,,,,,,,,,,,,,,,,,,,,,,,,,1996.0,1981,1995.0,,2001,1993.0,2018,1998,2008,2008,,1999.0,1995.0,1983.0,,,,,,,,,,,,,,,-0.7804213834906197,3.393873998177233,
188.0,Costa Rica,,,,,,,,,,,,,,,,,,,,,,688.7299805,104.5899963,,,,,,,,,,,,,,,,,,,,,,,,2.0,,1995.0,1975,1994.0,2007,2002,1991.0,2016,1992,2009,2007,1992,1998.0,1994.0,1977.0,,,,,,,,,,,,,,,,-84.814078193014,
191.0,Croatia,289.383190367138,196.68392662866972,180.6393766286783,165.42659421102144,151.04557937569916,137.49633212271146,124.778852452524,112.89314036490396,101.83919585985132,91.61701893713325,82.2266095969826,73.66796783939935,65.94109366415069,59.045987071003765,45.20547867,47.94520569,73.15068817,19.72602654,31.50684929,34.52054977,36.44109726,35.46027374,34.419568948913366,35.8421381812077,,,,,,,,,,,,,,,,,,,3.0,3.0,,,,,1994.0,2000,1997.0,2000,2007,1992.0,2017,1991,2007,2007,1995,2000.0,1996.0,1992.0,,,,,,,,,6.060608361212169,52.57143465599343,-73.0337102309177,59.722229036400776,9.565223270219288,5.563490450748974,-2.6915312483650533,,
196.0,Cyprus,,,,,,,,,,,4.1095891,5.205479622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1992.0,1974,1996.0,2001,1999,1992.0,2017,2001,2004,2005,1988,2000.0,1997.0,1975.0,,,,,26.66666898644442,,,,,,,,,,,,
